dObar	Agpmsnn	dobar
.	Z	.

((laugh))	X	((laugh))
a	Cc	a
stArcima	Ncmpd	starac
mI	Pp1-pn	ja
će	Var3s	hteti
pAlimo	Vmr1p	paliti
kAd	Cs	kad
otIdemo	Vmr1p	otići
.	Z	.

prE	Sg	pre
gOdine	Ncfsg	godina
.	Z	.

kOd	Sg	kod
ovOja	Ncmsg	ovoj
Idu	Npfsa	Ida
Idu	Npfsa	Ida
.	Z	.

stAlno	Rgp	stalno
kolačnIku	Mdc	kolačniku
uzIvaju	Vmr3p	uzivati
u	Sa	u
tAj	Pdsan	taj
krAj	Ncmsan	kraj
kOji	Pisn	koji
Oće	Var3s	hteti
premEšta	Vmr3s	premeštati
se	Px--sa	sebe
.	Z	.

danAs	Rgp	danas
jedAn	Mlcmsn	jedan
sUt/	Npmsn	sUt/
od	Sg	od
gOdinu	Ncfsa	godina
drUgi	Mlompn	drugi
.	Z	.

Ali	Cc	ali
Uvek	Rgp	uvek
Ima	Vmr3s	imati
nEki	Pi-msn	neki
ne	Qz	ne
nIkad	Rgp	nikad
bEz/	Agpmsny	bez/
bEs	Ncmsn	bes
kolAč	Ncmsn	kolač
.	Z	.

poslUže	Vmr3p	poslužiti
se	Px--sa	sebe
tUj	Rgp	tu
.	Z	.

o	I	o
pa	Cc	pa
mI	Pp1-pn	ja
kAd	Cs	kad
smo	Var1p	biti
bIle	Vmp-pf	biti
devOjke	Ncfpn	devojka
.	Z	.

pa	Cc	pa
tƏ	Cs	ta
bilO	Vmp-sn	biti
tUj	Rgp	tu
ručAk	Ncmsn	ručak
.	Z	.

pa	Cc	pa
svirAči	Ncmpn	svirač
pa	Cc	pa
kOlo	Ncnsa	kolo
.	Z	.

mUzika	Ncfsn	muzika
pa	Cc	pa
tOj	Pd-nsn	taj
do	Cs	dok
mrAk	Ncmsn	mrak
se	Px--sa	sebe
sedElo	Vmp-sn	sedeti
onAm	Rgp	onamo
pa	Cc	pa
Igramo	Vmr1p	igrati
pa	Cc	pa
lepOta	Ncfsn	lepota
.	Z	.

onO	Pd-nsn	onaj
bunArom	Ncmsi	bunar
de	Rgp	gde
je	Var3s	biti
vodA	Ncfsn	voda
enE	Npfsg	Ena
Ima	Vmr3s	imati
pa	Qo	pa
.	Z	.

idnesU	Agpmsny	idnesu
slAdoled	Ncmsn	sladoled
pa	Cc	pa
donesU	Vmr3p	doneti
svAšta	Pi3n-n	svašta
pa	Cc	pa
.	Z	.

kAd	Cs	kad
smo	Var1p	biti
bilI	Vmp-pm	biti
devojčIći	Vmp-pm	devojčiti
.	Z	.

((?))	X	((?))
bOže	Npmsv	bog
.	Z	.

ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
dobIju	Vmr3p	dobiti
mOmci	Ncmpn	momak
rEd	Ncmsn	red
da	Cs	da
plAte	Vmr3p	platiti
kOlo	Ncnsa	kolo
da	Cs	da
vOde	Vmr3p	voditi
.	Z	.

a	Cc	a
kAd	Cs	kad
bilA	Vcp-sf	biti
Izložba	Ncfsn	izložba
pRvi	Mlomsn	prvi
trAktor	Ncmsn	traktor
je	Var3s	biti
kupIl	Npmsn	kupIl
edAn	Npmsn	edAn
milAn	Npmsn	Milan
štO	Cs	što
bIl	Vcp-sm	biti
u	Sa	u
zAdrugu	Ncfsa	zadruga
dirEktor	Ncmsn	direktor
.	Z	.

tUj	Rgp	tu
su	Var3p	biti
doterAli	Vmp-pm	doterati
iz	Sg	iz
itAliju	Npfsa	Italija
.	Z	.

tAg	Rgp	tako
nE	Qz	ne
imAlo	Vmp-sn	imati
u	Sa	u
selO	Ncnsa	selo
sAmo	Rgp	samo
zAdružni	Agpmsny	zadružni
trAktor	Ncmsn	traktor
bIl	Vmp-sm	biti
.	Z	.

svE	Agpfpny	sav
mašIne	Ncfpn	mašina
tUj	Rgp	tu
su	Var3p	biti
bilE	Vcp-pf	biti
.	Z	.

i	Cc	i
kosAčice	Ncfpn	kosačica
i	Cc	i
za	Sa	za
žEtvu	Ncfsa	žetva
i	Cc	i
trAktori	Ncmpn	traktor
.	Z	.

i	Cc	i
((?))	X	((?))
ne	Qz	ne
znAmo	Vmr1p	znati
da	Cs	da
kAž	Qr	kAž
pa	Cc	pa
onIje	Agpfpny	oniji
ǵUdije	Ncfpn	ǵudija
onI	Pp3mpn	oni
drUgše	Rgp	drugačije
vrEve	Ncfpn	vreva
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
glEdamo	Vmr1p	gledati
pa	Cc	pa
kakvO	Pi-nsn	kakav
li	Qq	li
je	Var3s	biti
a	Cc	a
On	Pp3msn	on
kazUje	Vmr3s	kazivati
što	Qo	što
za	Sa	za
žEtvu	Ncfsa	žetva
•	X	•
ovAk	Rgp	ovako
.	Z	.

ovAk	Rgp	ovako
ovAk	Rgp	ovako
.	Z	.

tO	Pdsn	taj
je	Var3s	biti
bilO	Vapn	biti
prEkrito	Agpnsny	prekriti
s	Si	sa
mašIne	Ncfpa	mašina
.	Z	.

po	Sl	po
pOsle	Rgp	posle
smo	Var1p	biti
kupIli	Vmp-pm	kupiti
kosAčicu	Ncfsa	kosačica
otU/	Sa	otU/
otUdekaj	Sa	otUdekaj
nOvu	Ncfsa	nova
.	Z	.

i	Cc	i
dAli	Vmp-pm	dati
.	Z	.

i	Cc	i
da	Cs	da
narUči	Vmr3s	naručiti
mO/	X	mo/
mOglo	Vmp-sn	moći
ali	Cc	ali
nE	Qz	ne
imAlo	Vmp-sn	imati
ni	Qo	ni
taksIne	Ncfpn	taksina
pa/	X	pa/
pa	Cc	pa
rAlo	Vmp-sn	orati
smo	Var1p	biti
mI	Pp1-pn	ja
pOsle	Rgp	posle
kupIli	Vmp-pm	kupiti
.	Z	.

((?))	X	((?))
bilO	Vmp-sn	biti
si	Px--sd	sebe
skUpo	Rgp	skupo
i	Cc	i
tAg	Rgp	tako
nemOj	Vmm2s	moći
da	Cs	da
si	Px--sd	sebe
.	Z	.

pa	Cc	pa
Išla	Vmp-sf	ići
dabOme	Rgp	dabome
Im/	Vmp-pm	iti
imAli	Vmp-pm	imati
smo	Var1p	biti
Ošta	Pp1-pn	Ošta
pa	Cc	pa
smo	Var1p	biti
pOsle	Rgp	posle
prodavAli	Vmp-pm	prodavati
pa	Cc	pa
smo	Var1p	biti
kupIli	Vmp-pm	kupiti
.	Z	.

a	Cc	a
milAn	Npmsn	Milan
bRka	Vmr3s	brkati
On	Pp3msn	on
bIl	Vmp-sm	biti
.	Z	.

dirEktor	Ncmsn	direktor
u	Sa	u
zAdrugu	Ncfsa	zadruga
i	Cc	i
tA	Cs	da
kupIl	Vmp-sm	kupiti
onAj	Pd-msn	onaj
mAli	Agpmsny	mali
trAktor	Ncmsn	traktor
pRvi	Mlomsn	prvi
.	Z	.

po	Sl	po
nismO	Var1p	biti
ni	Cc	ni
znAli	Vmp-pm	znati
.	Z	.

ni	Cc	ni
gdE	Cs	gde
Idemo	Vmr1p	ići
ni	Cc	ni
gdE	Rgp	gde
smo	Var1p	biti
.	Z	.

tOj	Pd-nsn	taj
kOji	Pipn	koji
Idu	Vmr3p	ići
po	Sl	po
tIja	Pd-mpn	taj
sAjmovi	Ncmpn	sajam
ljUdi	Ncmpn	čovek
.	Z	.

po	Sl	po
•	X	•
a	Cc	a
ovdE	Rgp	ovde
.	Z	.

kvO	Pi-nsa	kvo
e	Var3s	biti
ti	Pp2-sd	ti
vidEl	Vmp-sm	videti
takvO	Pd-nsn	takav
.	Z	.

po	Sa	po
ednO	Ncnsa	jedan
po	Sl	po
ednO	Ncnsa	jedan
te	Cc	te
pribavImo	Vmr1p	pribaviti
ali	Cc	ali
sa	Sg	sa
kadA	Rgp	kada
rabOtimo	Vmr1p	rabotati
mI	Pp1-pn	ja
smo	Var1p	biti
ostarEli	Vmp-pm	ostareti
.	Z	.

((laugh))	X	((laugh))
((XXX))	X	((xxx))
mAjka	Ncfsn	majka
tUra/	Ncmsn	tura/
naturAli	Vmpm	naturAli
smo	Var1p	biti
želEzo	Ncnsa	železo
pokrA	Ncmsg	pokr
kUću	Ncfsa	kuća
.	Z	.

((laugh))	X	((laugh))
.	Z	.

tadI	Npmsd	Tado
bilA	Vcp-sf	biti
kosAčicata	Ncfsn-t	kosačica
tAm	Rgp	tamo
kOd	Sg	kod
plEvnju	Ncfsa	plevnja
pa	Cc	pa
ni	Qo	ni
.	Z	.

i	Cc	i
plEvnju	Ncfsa	plevnja
tU	Rgp	tu
tAm	Rgp	tamo
Imamo	Vmr1p	imati
i	Cc	i
Isto	Rgp	isto
vOlku	Ncmsl	volak
plEvnju	Ncfsa	plevnja
kOd	Sg	kod
kolIbu	Ncfsa	koliba
ali	Cc	ali
od	Sg	od
dRvo	Ncnsn	drvo
prAena	Npmsg	prAen
ne	Qz	ne
od	Sg	od
tvRd	Agpmsnn	tvrd
materijAl	Ncmsn	materijal
.	Z	.

pRvo	Rgp	prvo
smo	Var1p	biti
praIli	Vmp-pm	praviti
tAm	Rgp	tamo
ne	Qz	ne
dAvu	Vmr3p	davati
stArci	Ncmpn	starac
da	Cs	da
se	Pxsa	sebe
sEli	Vmr3s	seliti
stOka	Ncfsn	stoka
u	Sa	u
selO	Ncnsa	selo
.	Z	.

kakO	Cs	kako
će	Var3s	hteti
istEramo	Vmr1p	isterati
đUbre	Ncnsa	đubre
sas	Si	sa
kOnji	Ncmpn	konj
.	Z	.

u	Sa	u
pOlje	Ncnsa	polje
.	Z	.

tI	Pdpn	taj
mOra	Vmr3s	morati
slUšaš	Vmr2s	slušati
onO	Pd-nsn	onaj
ne	Qz	ne
kanO	Vmp-sn	kati
sAg	Rgp	sad
.	Z	.

slUšu	Npmsn	slUšu
se	Px--sd	sebe
stAri	Agpmsny	star
.	Z	.

i	Cc	i
mI	Pp1-pn	ja
naprAimo	Vmr1p	napraviti
tAm	Rgp	tamo
.	Z	.

plEvnja	Ncfsn	plevnja
vElika	Agpfsny	velik
Isto	Rgp	isto
ovAkva	Pdsn	ovakav
sAmo	Rgp	samo
od	Sg	od
dRvo	Ncnsa	drvo
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
.	Z	.

ovUj	Pd-fsa	ovaj
prAimo	Vmr1p	praviti
ovdE	Rgp	ovde
i	Cc	i
dosElimo	Vmr1p	doseliti
stOku	Ncfsa	stoka
a	Cc	a
tAj	Pd-msn	taj
tAm	Rgp	tamo
si	Px--sd	sebe
.	Z	.

tUramo	Vmr1p	turati
si	Px--sd	sebe
i	Cc	i
tAm	Rgp	tamo
svAšta	Pi3n-n	svašta
i	Cc	i
nEki	Pipn	neki
ni	Cc	ni
zapAlik	Pi-msn	zapAlik
.	Z	.

to	Pd-nsn	taj
i	Cc	i
tAm	Rgp	tamo
ni	Qo	ni
bilA	Vmp-sf	biti
i	Cc	i
kosAčica	Ncfsn	kosačica
i	Cc	i
.	Z	.

mlOgo	Rgp	mnogo
kOje	Pipa	koji
štOj	Vaa1p	štOj
i	Cc	i
svE	Pi-nsn	sav
ni	Cc	ni
tO	Pd-nsn	taj
izgorElo	Vmp-sn	izgoreti
.	Z	.

svE/	Ncfpn	svea
svE	Pi-nsn	sav
ni	Cc	ni
prOšlo	Vmp-sn	proći
prEko	Sg	preko
glAvu	Ncfsa	glava
.	Z	.

sAmo	Rgp	samo
nesmO	Var1p	biti
mrEli	Vmp-pm	umreti
.	Z	.

((laugh))	X	((laugh))
•	X	•
a	Cc	a
i	Cc	i
mrEli	Vmp-pm	umreti
smo	Var1p	biti
kAd	Cs	kad
me	Pp1-sa	ja
operisuvAli	Vmp-pm	operisuvati
e	I	e
.	Z	.

sam	Var1s	biti
bilA	Vmp-sf	biti
mRtva	Agpfsny	mrtav
nisAm	Var1s	biti
osećAla	Vmp-sf	osećati
.	Z	.

perIsan	Agpmsnn	perisan
nismO	Var1p	biti
se	Px--sa	sebe
nadAli	Vmp-pm	nadati
da	Cs	da
će	Var3s	hteti
bUde	Vcr3s	biti
čovEk	Ncmsn	čovek
.	Z	.

srEća	Ncfsn	sreća
što	Pi3n	što
samO	Rgp	samo
otIšala	Pq-nsn	otIšala
Inače	Rgp	inače
da	Cs	da
nE	Qz	ne
otIšal	Vmp-sm	otići
.	Z	.

s	Si	sa
•	X	•
r	X	r
rAdi	Vmr3s	raditi
.	Z	.

Ali	Cc	ali
•	X	•
ne	Qz	ne
trEba	Vmr3s	trebati
tOlko	Rgp	toliko
.	Z	.

čovEči	Qr	čovEči
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
sam	Var1s	biti
u	Sa	u
knjAževac	Npmsay	knjaževac
.	Z	.

mEn	Npmsn	mEn
.	Z	.

se	Pxsa	sebe
na	Sa	na
•	X	•
njEla	Npmsg	njEl
crEva	Ncnpn	crevo
u	Sa	u
kArličnu	Agpfsay	karličan
kOs	Ncmsn	kos
.	Z	.

i	Cc	i
.	Z	.

mOg/	Var1s	mOg/
mOgla	Vmp-sf	moći
sam	Var1s	biti
da	Cs	da
dobIjem	Vmr1s	dobiti
trOvanje	Ncnsa	trovanje
i	Cc	i
da	Cs	da
Umrem	Vmr1s	umreti
.	Z	.

bOlovi	Ncmpn	bol
sAmo	Rgp	samo
u	Sa	u
stomAk	Ncmsan	stomak
.	Z	.

s	Sg	sa
vrEme	Ncnsn	vreme
na	Sa	na
vrEme	Ncnsa	vreme
.	Z	.

pa	Cc	pa
mAne	Vmr3s	manuti
.	Z	.

i	Cc	i
kAd	Cs	kad
počE	Vma3s	početi
da	Cs	da
povrAćam	Vmr1s	povraćati
i	Cc	i
vIknu	Vmr3p	viknuti
jAko	Rgp	jako
e	I	e
.	Z	.

otOj	Rgp	otoj
onI	Pp3mpn	oni
snimAli	Vmp-pm	snimati
al	Cc	ali
ne	Qz	ne
ne	Qz	ne
nesU	Ncmsl	nes
mOgli	Vmp-pm	moći
da	Cs	da
vIde	Vmr3p	videti
.	Z	.

i	Cc	i
.	Z	.

velI	Vmr3s	velim
mOra	Vmr3s	morati
se	Px--sa	sebe
otvAra	Vmr3s	otvarati
pa	Cc	pa
.	Z	.

da	Cs	da
se	Pxsa	sebe
vIdi	Vmr3s	videti
štA	Pi3n-n	što
je	Vcr3s	biti
.	Z	.

i	Cc	i
kAd	Cs	kad
su	Var3p	biti
otvOril	Npmsn	otvOril
onI	Pp3mpn	oni
vidEl	Vmp-sm	videti
ne	Qz	ne
nIšta	Pi3n-n	ništa
sEčeno	Appnsny	seći
sAmo	Rgp	samo
.	Z	.

tAj	Pd-msn	taj
.	Z	.

crEva	Ncnpn	crevo
vr/	X	vr/
vRnuta	Ncmsg	vrnut
kakvO	Pi-nsn	kakav
je	Var3s	biti
kudE	Rgp	kuda
bilO	Vcp-sn	biti
uštIpeno	Agpnsny	uštipen
.	Z	.

od	Sg	od
težInu	Ncfsa	težina
mOra	Ncnpg	more
dizAla	Vmp-sf	dizati
sam	Var1s	biti
dRva	Ncnpa	drvo
smo	Var1p	biti
tovarIli	Vmp-pm	tovariti
grEde	Ncfsg	greda
i	Cc	i
kAmen	Agpmsnn	kamen
i	Cc	i
svAšta	Pi3n-n	svašta
.	Z	.

i	Cc	i
kAd	Cs	kad
smo	Var1p	biti
tovarIli	Vmp-pm	tovariti
jEdno	Mlcnsn	jedan
dRvo	Ncnsn	drvo
u	Sa	u
jesEnje	Agpmpay	jesenji
jA	Pp1-sn	ja
tAg	Rgp	tako
.	Z	.

dizAm	Npmsn	dizAm
onO	Pd-nsn	onaj
se	Px--sa	sebe
smAkno	Vmp-sn	smakti
od	Sg	od
prIkolicu	Ncfsa	prikolica
i	Cc	i
jA	Agpmpny	ja
osetI	Ncmpn	oset
zAbole	Vmr3p	zaboleti
me	Pp1-sa	ja
stomAk	Ncmsan	stomak
i	Cc	i
trućA	Vmr3s	trućati
se	Px--sa	sebe
i	Cc	i
.	Z	.

mučI	Vmr3s	mučiti
ser	Ncmsn	ser
i	Cc	i
pI	X	pi
kafetIn	Npmsn	kafetIn
i	Cc	i
.	Z	.

de	I	de
de	I	de
de	Rgp	gde
de	Rgp	gde
i	Cc	i
onO	Pd-nsn	onaj
mAnu	Ncfsa	mana
i	Cc	i
od	Sg	od
tAg	Rgp	tako
pOsle	Rgp	posle
nEma	Vmr3s	imati
nEma	Vmr3s	imati
i	Cc	i
dIra	Vmr3s	dirati
dIra	Vmr3s	dirati
i	Cc	i
.	Z	.

na	Sa	na
krAj	Ncmsan	kraj
krAjeva	Ncmpg	kraj
da	Cs	da
nəsAm	Var1s	nəsAm
otIšla	Vmp-sf	otići
mOžda	Rgp	možda
bi	Vaa3s	biti
si	Px--sd	sebe
i	Cc	i
umrEla	Vmp-sf	umreti
dobIje	Vmr3s	dobiti
trOvanje	Ncnsa	trovanje
Onoj	Pd-nsa	onaj
zatrulI	Vmp-pm	zatruti
.	Z	.

i	Cc	i
Ete	I	eto
takvO	Pd-nsn	takav
čOvek	Ncmsn	čovek
Ima	Vmr3s	imati
.	Z	.

ispAli	Vmr3s	ispaliti
svE	Pi-nsn	sav
.	Z	.

Evo	I	evo
trEba	Vmr3s	trebati
skUvam	Vmr1s	skuvati
kAvu	Ncfsa	kafa
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
se	Px--sd	sebe
ne	Qz	ne
sEćam	Vmr1s	sećati
.	Z	.

je	Var3s	biti
slAđu	Agcfsay	sladak
il	Cc	ili
gOrču	Pp3msd	gOrču
.	Z	.

bEz	Sg	bez
šEćer	Ncmsan	šećer
•	X	•
dObro	Rgp	dobro
.	Z	.

onA	Pp3fsn	on
znAje	Vmr3s	znati
kAd	Cs	kad
kopAli	Vmp-pm	kopati
.	Z	.

odAvna	Rgp	odavno
bilOo	Mdc	biloo
.	Z	.

pa	Cc	pa
i	Cc	i
gOr	Vcp-sn	gti
kOd	Sg	kod
.	Z	.

kOd	Sg	kod
svetI	Agpmsny	svet
rAnđel	Npmsn	ranđel
i	Cc	i
na	Sa	na
tAj	Pdsan	taj
kRs	Ncmsan	krst
onO	Pd-nsn	onaj
i	Cc	i
tU	Rgp	tu
imA	Vmr3s	imati
češmA	Npmsn	češmA
.	Z	.

pa	Cc	pa
gOr	Ncmsn	gor
kOd	Sg	kod
ovUj	Pd-fsa	ovaj
cRkvu	Ncfsa	crkva
svEt	Ncmsn	svet
ilIju	Npmsn	ilIju
i	Cc	i
tUj	Rgp	tu
((XXX))	X	((xxx))
imA	Vmr3s	imati
svE	Pi-nsn	sav
.	Z	.

kOd	Sg	kod
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
.	Z	.

mIre	Pxsa	mIre
mOra	Vmr3s	morati
da	Cs	da
je	Var3s	biti
išAo	Vmp-sm	ići
On	Pp3msn	on
.	Z	.

ne	Qz	ne
.	Z	.

mI	Pp1-pn	ja
smo	Var1p	biti
ovdEk	Rgp	ovde
na	Sa	na
dOm	Ncmsan	dom
dOle	Rgp	dole
rAđeno	Agpnsny	rađen
i	Cc	i
na	Sa	na
škOlu	Ncfsa	škola
.	Z	.

u	Sa	u
selO	Ncnsa	selo
a	Cc	a
tAm	Rgp	tamo
nismO	Var1p	biti
.	Z	.

imAlo	Vmp-sn	imati
nekI	Pi-mpn	neki
.	Z	.

baštA	Ncfsn	bašta
mi	Pp1-sd	ja
je	Var3s	biti
bIl	Vmp-sm	biti
trI	Mlc	tri
gOdine	Ncfsg	godina
u	Sa	u
vOjsku	Ncfsa	vojska
.	Z	.

a	Cc	a
ovAj	Pd-msn	ovaj
dvE	Mlcf-n	dva
.	Z	.

((laugh))	X	((laugh))
a	Cc	a
sIn	Ncmsn	sin
gOdinu	Ncfsa	godina
((laugh))	X	((laugh))
.	Z	.

a	Cc	a
unUk	Ncmsn	unuk
šEs	Mlc	šest
mEseca	Ncmsg	mesec
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
•	X	•
a	Cc	a
sƏg	Rgp	sad
lAza	Ncfsn	laza
On	Pp3msn	on
•	X	•
mAnečak	Npmsn	mAnečak
pa	Cc	pa
.	Z	.

pošAl	I	pošAl
u	Sa	u
škOlu	Ncfsa	škola
sAg	Rgp	sad
.	Z	.

jA	Pp1-sn	ja
ću	Var1s	hteti
da	Cs	da
bUdem	Vcr1s	biti
vojnIk	Ncmsn	vojnik
.	Z	.

((laugh))	X	((laugh))
trUpa	Ncfsn	trupa
trUpa	Ncfsn	trupa
.	Z	.

dOle	Rgp	dole
((XXX))	X	((xxx))
ednU	Mlcfsa	jedan
pUškicu	Ncfsa	puškica
ovdE	Rgp	ovde
Ima	Vmr3s	imati
Igra	Vmr3s	igrati
se	Px--sa	sebe
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
•	X	•
detE	Ncnsn	dete
.	Z	.

trI	Mlc	tri
gOdin	Ncfpn	godina
ga	Pp3msa	on
vAta	Ncfpg	vata
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

#mlAd	Npmsn	#mlAd
je	Var3s	biti
pOd#	Npmsn	pOd#
.	Z	.

pƏlj	Npmsn	pƏlj
•	X	•
uzEla	Vmp-sf	uzeti
smƏ	Qr	smƏ
.	Z	.

unUkata	Ncfsn-t	unuka
.	Z	.

Odma	Rgp	odmah
da	Cs	da
ga	Pp3msa	on
vOdi	Vmr3s	voditi
.	Z	.

p	Cc	pa
i	Cc	i
na	Sa	na
prElazi	Vmr3s	prelaziti
i	Cc	i
na	Sa	na
On	Pp3msn	on
slAbo	Agpnsny	slab
.	Z	.

a	Cc	a
i	Cc	i
sItačak	Ncfpn	sitačaa
ne	Qz	ne
pOraso	Vmr3s	porasoti
tO	Pd-nsn	taj
govorI	Vmr3s	govoriti
ne	Qz	ne
mOže	Vmr3s	moći
rAnac	Ncmsn	ranac
da	Cs	da
nOsi	Vmr3s	nositi
.	Z	.

((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
i	Cc	i
i	Cc	i
raduvAli	Vmp-pm	raduvati
smo	Var1p	biti
se	Pxsa	sebe
brE	I	bre
i	Cc	i
u	Sa	u
vOjsku	Ncfsa	vojska
kAd	Cs	kad
otOdi	Qr	otOdi
.	Z	.

bi/	Z	bi/

bilO	Vmp-sn	biti
ni	Qo	ni
mIlo	Vmp-sn	miti
.	Z	.

pa	Cc	pa
Ispraćaj	Ncmsn	ispraćaj
pa	Cc	pa
.	Z	.

i	Cc	i
na	Sa	na
sIna	Ncmsay	sin
i	Cc	i
na	Sa	na
.	Z	.

unUka	Ncmsay	unuk
nEg	Vcr3s	nebiti
ovOj	Pd-nsn	ovaj
sƏg	Rgp	sad
s	Px--sa	sebe
.	Z	.

svE	Pi-nsn	sav
raštrkAše	Vma3p	raštrkati
nIje	Vcr3s	biti
kAsarena	Ncmsn	kasarena
nIje	Var3s	biti
vOjska	Ncfsn	vojska
nIje	Var3s	biti
stAnica	Ncfsn	stanica
za	Sa	za
Autobus	Npmsn	Autobus
nIje	Var3s	biti
nIšta	Pi3n-a	ništa
.	Z	.

kAd	Cs	kad
otIdemo	Vmr1p	otići
u	Sa	u
knjAževac	Npmsan	knjaževac
kanO	Agpmsny	kano
gOd	Ncmsn	god
pustinjAk	Ncmsn	pustinjak
nEki	Pi-mpn	neki
.	Z	.

slavIlo	Vmp-sn	slaviti
se	Px--sa	sebe
skupljAli	Vmp-pm	skupljati
se	Px--sa	sebe
ljUdi	Ncmpg	čovek
.	Z	.

((laugh))	X	((laugh))
.	Z	.

jA	Pp1-sn	ja
kAd	Cs	kad
sam	Var1s	biti
bilA	Vmp-sf	biti
u	Sa	u
bOlnicu	Ncfsa	bolnica
.	Z	.

u	Sa	u
knjAževac	Npmsay	knjaževac
kadA	Rgp	kada
sam	Var1s	biti
operIsana	Appfsny	operisati
.	Z	.

i	Cc	i
jedƏn	Npmsn	jedƏn
mladIć	Npmsn	Mladić
.	Z	.

tU	Rgp	tu
iz	Sg	iz
.	Z	.

se	Pxsa	sebe
lEči	Vmr3s	lečiti
Ali	Cc	ali
donEo	Vmp-sm	doneti
kAstofon	Qr	kAstofon
.	Z	.

i	Cc	i
dojdE	Vmr3s	doći
mu	Pp3msd	on
mAti	Ncfsn	mati
jAdna	Agpfsny	jadan
.	Z	.

i	Cc	i
od	Sg	od
kakvO	Pi-nsn	kakav
se	Px--sa	sebe
lEčiš	Vmr2s	lečiti
.	Z	.

od	Sg	od
kakvO	Pi-nsn	kakav
se	Px--sa	sebe
lEčiš	Vmr2s	lečiti
.	Z	.

budAlo	Vmpn	budAlo
jEdna	Mlcfsn	jedan
onA	Pp3fsn	on
si	Px--sd	sebe
Ima	Vmr3s	imati
mUža	Ncmsay	muž
a	Cc	a
tI	Pp2-sn	ti
si	Px--sd	sebe
pošAl	Ncmsn	pošal
sas	Sa	sa
kOla	Ncnpa	kola
d	Cs	da
Ideš	Vmr2s	ići
da	Cs	da
se	Px--sa	sebe
smlAtiš	Vmr3s	smlatišti
.	Z	.

ne	Qz	ne
ne	Qz	ne
velIš	Vmr2s	veliti
.	Z	.

də	Vmr3s	dati
da	Cs	da
svIjaš	Vmr2s	svijati
ženU	Ncfsa	žena
.	Z	.

nEgo	Cc	nego
trčIš	Vmr2s	trčati
po	Sl	po
po	Sa	po
tuđE	Rgc	tuđe
.	Z	.

kojI	Pisn	koji
će	Var3s	hteti
me	Pp1-sa	ja
čUva	Vmr3s	čuvati
jUtre	Ncmpa	jutar
kAd	Cs	kad
lEgnem	Vmr1s	legnuti
.	Z	.

pa	Cc	pa
Idi	Vmm2s	ići
u	Sa	u
dOm	Ncmsan	dom
.	Z	.

aa	Cc	a
onO	Pd-nsn	onaj
će	Var3s	hteti
nekI	Pipn	neki
za	Sa	za
drvnIčk	Npmsan	drvnIčk
.	Z	.

ko	Pi3m-n	ko
tRnje	Ncnsn	trnje
da	Cs	da
me	Pp1-sa	ja
čUva	Vmr3s	čuvati
u	Sa	u
dOm	Ncmsan	dom
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
karA	Vmr3s	karati
ga	Pp3msa	on
karA	Vmr3s	karati
u	Sa	u
bOnicu	Npfsa	Bonica
.	Z	.

rEko	Vma1s	reći
El	Qq	jel
te	Cc	te
svUču	Px--sa	svUču
.	Z	.

((XXX))	X	((xxx))
nEk	Npmsn	NEK
ih	Pp3a	oni
čUva	Vmr3s	čuvati
za	Sa	za
de	X	de
dRvnič	Npmsn	dRvnič
((XXX))	X	((xxx))
.	Z	.

((laugh))	X	((laugh))
.	Z	.

tOj	Pd-nsn	taj
od	Sg	od
vIš	Vmr2s	videti
.	Z	.

ovO	Pdsn	ovaj
od	Sg	od
vIšnje	Ncfsg	višnja
.	Z	.

ne	Qz	ne
.	Z	.

mOžda	Rgp	možda
je	Var3s	biti
.	Z	.

dObro	Rgp	dobro
da	Cs	da
rasIpi	Vmr3s	rasipiti
u	Sa	u
tOj	Pd-nsa	taj
.	Z	.

jA	Pp1-sn	ja
ću	Var1s	hteti
na	Sa	na
mAter	Ncfsa	mater
da	Cs	da
naprAim	Vmr1s	napraviti
od	Sg	od
malIne	Ncfpn	malina
.	Z	.

e	I	e
e	I	e
pa	Cc	pa
dObro	Rgp	dobro
.	Z	.

((laugh))	X	((laugh))
.	Z	.

jA	Pp1-sn	ja
pOkraj	Sg	pokraj
kUću	Ncfsa	kuća
ovdEka	Rgp	ovde
Isto	Agpnsny	isti
i	Cc	i
ne	Qz	ne
pRskamo	Vmr1p	prskati
ne	Qz	ne
nIšta	Pi3n-n	ništa
.	Z	.

onO	Pd-nsa	onaj
tAj	Pd-msn	taj
od	Sg	od
